District,School Name,City,Report Period,Total Cases,Academic Year,Date Updated
West Hartford School District,Futures School-West Hartford,West Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Catholic Charities - Southside Family Center - Home Visiting,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Options Educational Services,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Hartford Public High School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,City of Hartford NFN - Home Visiting,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Weaver High School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,The Village for Families and Children - Home Visiting,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Classical Magnet School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Watkinson School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,"Catholic Charities, Asylum Hill Family Center - Home Visiting",Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Sport and Medical Sciences Academy,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,"Catholic Charities, El Centro - Home Visiting",Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Pathways Academy of Technology and Design,East Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Families in Crisis - Home Visiting,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,University High School of Science and Engineering,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Hartford Hospital - Home Visiting,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Hispanic Health Council - Home Visiting,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Capital Preparatory Magnet School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Family Life Education - Home Visiting,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Saint Francis Hospital & Medical Center - Home Visiting,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Bulkeley High School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Catholic Charities Therapeutic Learning Center,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Asylum Hill Family Center,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,El Centro De Desarrollo y Reafirmacion Familiar,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Southside Family Center - Home Visiting,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Boys & Girls Clubs of Hartford Early Learning Center,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Catholic Charities - Parker Memorial,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,Great Path Academy at MCC,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,RISE - Hartford Public High School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,RISE - Bulkeley High School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,STEP at Hartford Public High School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,iGOAL 2 - Moylan School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,iGOAL 1 - Parkville School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,iGOAL 1 - McDonough Middle School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,"iGOAL 1 - Breakthrough Magnet School, North",Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartford School District,iGOAL 1 - Moylan School,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hartland School District,Hartland School,Hartland,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hebron School District,Hebron Elementary School,Hebron,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Hebron School District,Hebron Elementary School,Hebron,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Hebron School District,Christ Lutheran Early Childhood Center,Hebron,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Hebron School District,Gilead Hill School,Hebron,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Hebron School District,Gilead Hill School,Hebron,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Hebron School District,Oak Hill School at Hemlocks Center,Hebron,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Kent School District,Kent Center School,Kent,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Kent School District,Kent School,Kent,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Kent School District,South Kent School,Kent,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Kent School District,The Marvelwood School,Kent,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingly School District,Killingly Central School,Killingly,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingly School District,Saint James School-Danielson,Killingly,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Killingly School District,Natchaug Hospital School Joshua Center NE-Danielson,Killingly,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingly School District,The Arc Eastern Connecticut - North Region (NR),Killingly,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingly School District,Killingly Memorial School,Killingly,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Killingly School District,EastConn Killingly Head Start,Killingly,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingly School District,High Road School Hartford High: Windham County,Killingly,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingly School District,Carelot Children's Center -Killingly,Killingly,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingly School District,TVCCA Brooklyn-Killingly EC,Killingly,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingly School District,Head Start at Killingly High,Killingly,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingly School District,Killingly Intermediate School,Killingly,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingly School District,Killingly High School,Killingly,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingly School District,Goodyear Early Childhood Center,Rogers,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Killingworth School District,Rock Christain Academy,Killingworth,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
North Haven School District,"Behavioral Management, LLC",North Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Lebanon School District,Lebanon Elementary School,Lebanon,08/26/2021 - 09/01/2021,6,2021-2022,9/2/2021
Lebanon School District,Lebanon Middle School,Lebanon,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Lebanon School District,Lyman Memorial High School,Lebanon,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Uncasville School District,"CW Resources, Inc. School to Work Transition Services - Uncasville",Uncasville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ledyard School District,Stars Ii,Ledyard,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ledyard School District,Gales Ferry School,Gales Ferry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ledyard School District,Juliet W. Long School,Gales Ferry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ledyard School District,Gallup Hill School,Ledyard,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ledyard School District,Ledyard Transition Academy,Gales Ferry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ledyard School District,Ledyard Middle School,Gales Ferry,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ledyard School District,Ledyard High School,Ledyard,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Lisbon School District,Lisbon Central School,Lisbon,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Lisbon School District,LSACC,Lisbon,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Litchfield School District,LC-Litchfield Forest Court School Head Start,Litchfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Litchfield School District,Connecticut Junior Republic,Litchfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Litchfield School District,Center School,Litchfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Litchfield School District,Litchfield Montessori School,Litchfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Litchfield School District,Litchfield Intermediate School,CT,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Litchfield School District,Touchstone School,Litchfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Litchfield School District,Litchfield Middle School,Litchfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Litchfield School District,Litchfield High School,Litchfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Litchfield School District,The Forman School,Litchfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Madison School District,J. Milton Jeffrey Elementary School,Madison,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Madison School District,The Country School,Madison,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Madison School District,Grove School,Madison,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Madison School District,Kathleen H. Ryerson Elementary School,Madison,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Madison School District,SARAH in Action - Madison,Madison,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Madison School District,OLM Preparatory Academy,Madison,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Madison School District,Dr. Robert H. Brown Intermediate School,Madison,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Madison School District,Walter C. Polson Middle School,Madison,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Madison School District,Daniel Hand High School,Madison,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Madison School District,Town Campus Learning Center,Madison,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Bowers School,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Saint James-Manchester,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Manchester Early Learning Center,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Community Child Guidance Clinic School,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,"MARC, Inc. of Manchester - School to Work Transition Services",Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Manchester High School-Site 2,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Adelbrook-The Learning Center of Manchester,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Nike Tykes Preschool,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Buckley School,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,"Journey Found, Inc.",Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Prospect Manchester Hospital - Home Visiting,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Manchester Memorial Hospital Clinical Day School,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Highland Park School,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,ECHN - Manchester Memorial Hospital - Home Visiting,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,The Cornerstone Christian School,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Keeney School,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,New Horizons,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Manchester Preschool - Site 2,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Verplanck School,Manchester,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Manchester School District,Verplanck School,Manchester,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Manchester School District,Waddell School,Manchester,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Manchester School District,Manchester Middle Academy,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Martin School,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Elisabeth M. Bennet Academy,Manchester,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Manchester School District,Saint Bridget School-Manchester,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Illing Middle School,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Manchester High School,Manchester,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Manchester School District,East Catholic High School,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Manchester Preschool Center,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Manchester Regional Academy,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Manchester School District,Manchester Transition Center,Manchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,Oak Grove Montessori,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,UCONN Child Development Labs,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,Natchaug Hospital Inpatient School,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,Dorothy C. Goodwin School,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,Community Children's Center,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,Natchaug Hospital School CDT-Mansfield,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,Mansfield Discovery Depot,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,Natchaug Hospital Journey School,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,Annie E. Vinton School,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,Willow House,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,Southeast Elementary School,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Mansfield School District,Mansfield Middle School,Mansfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Marlborough School District,Elmer Thienes-Mary Hall Elementary School,Marlborough,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Meriden School District,Benjamin Franklin School,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Our Lady of Mount Carmel-Meriden,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Meriden YMCA Head Start,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Meliora Academy,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,"MidState ARC, Inc.",Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Community Classroom Collaborative,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Hanover School,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Saint Laurent,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Easter Seals All Kids Child Care,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Israel Putnam School,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Saint Mary-Meriden,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Catholic Charities CDC-Meriden,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,John Barry School,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,CT Christian Academy,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Center Congregational Preschool,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,STARS - ES,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,First Congregational Nursery School,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Nathan Hale School,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Roger Sherman School,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,STEP - ES,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,St. Stanislaus,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Thomas Hooker School,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Women and Families Center,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,Casimir Pulaski School,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,MidState Christian Academy,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Meriden School District,YMCA Meriden CCC,Meriden,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
